Store_Key,Store_Name,Channel,Store_Grade,Region_Key,Sub_Channel,Payment_Term,Latitude,Longitude
1973,Hypermarket Wilson Patrick and Douglas,HORECA,Class B,31,Cafeteria,Credit 15 Days,30.984734,32.354886
1974,Market Ellis-Zimmerman,Traditional Trade,Class A,19,Wholesale,Credit 15 Days,28.33547,29.418363
1975,Market Hardy Ltd,HORECA,Class C,12,Wholesale,Credit 15 Days,28.064581,30.531232
1976,Grocery Sharp Inc,Traditional Trade,Class B,29,Supermarket,Credit 15 Days,27.182384,31.811411
1977,Supermarket Reid-Garcia,Traditional Trade,Class B,25,Mini Market,Cash,30.387155,32.419924
1978,Hypermarket Williamson Grant and Wagner,Modern Trade,Class B,29,Kiosk,Credit 15 Days,28.489991,32.075127
1979,Hypermarket Barker-Walls,Traditional Trade,Class A,18,Restaurant,Cash,31.232596,29.302302
1980,Hypermarket Ellis-Porter,HORECA,Class C,23,Restaurant,Credit 30 Days,28.247966,31.281546
1981,Grocery Waters Hernandez and Mitchell,Modern Trade,Class C,26,Supermarket,Credit 15 Days,27.059844,30.986581
1982,Supermarket Cardenas-Hart,Modern Trade,Class A,1,Kiosk,Cash,28.714476,32.656131
1983,Hypermarket Flynn-Barnes,HORECA,Class B,7,Kiosk,Cash,30.99616,29.480262
1984,Grocery Thomas Group,Traditional Trade,Class B,24,Restaurant,Cash,29.88371,29.506624
1985,Supermarket Gibson Burton and Marshall,Traditional Trade,Class B,32,Wholesale,Credit 30 Days,29.222037,32.483466
1986,Hypermarket Freeman Pierce and Phillips,Modern Trade,Class A,16,Mini Market,Credit 30 Days,29.02923,31.727974
1987,Hypermarket Mendoza Edwards and Hodge,HORECA,Class A,27,Wholesale,Credit 30 Days,28.733458,31.523818
1988,Supermarket Richmond-Mora,Modern Trade,Class B,21,Wholesale,Credit 30 Days,28.157006,30.581404
1989,Hypermarket Morris Smith and Coleman,HORECA,Class B,32,Kiosk,Credit 15 Days,30.177248,31.947393
1990,Supermarket Pitts-Green,Traditional Trade,Class B,30,Cafeteria,Credit 15 Days,27.901125,31.83612
1991,Grocery Lowery-Hart,Modern Trade,Class C,17,Mini Market,Credit 15 Days,27.631515,29.528624
1992,Grocery Barrett Zimmerman and Reyes,HORECA,Class C,29,Restaurant,Cash,27.478573,30.303564
1993,Grocery Green-Wyatt,Traditional Trade,Class B,1,Mini Market,Credit 15 Days,27.730324,29.522014
1994,Supermarket White-Moore,Modern Trade,Class A,27,Kiosk,Credit 15 Days,29.851036,30.959454
1995,Supermarket Miller Dawson and Tanner,Traditional Trade,Class B,14,Cafeteria,Credit 30 Days,29.39891,29.800473
1996,Market Tate Group,Traditional Trade,Class C,33,Cafeteria,Credit 15 Days,27.176847,29.073239
1997,Supermarket Nicholson-White,HORECA,Class A,5,Supermarket,Credit 30 Days,27.174124,32.605514
1998,Hypermarket Trevino Black and Curtis,HORECA,Class C,18,Wholesale,Credit 15 Days,30.844789,30.139914
1999,Market Brown Inc,Traditional Trade,Class A,25,Cafeteria,Cash,30.878279,32.278713
2000,Hypermarket Morgan-Bullock,Traditional Trade,Class A,29,Mini Market,Credit 30 Days,29.363288,30.424352
2001,Supermarket Dixon Rojas and Townsend,HORECA,Class B,22,Supermarket,Credit 30 Days,29.942506,30.335821
2002,Grocery Willis Cruz and Collins,Modern Trade,Class B,13,Wholesale,Credit 30 Days,27.81936,30.49396
2003,Hypermarket Henry-Valdez,Modern Trade,Class B,10,Supermarket,Cash,27.078588,32.813394
2004,Grocery Lowery Espinoza and Serrano,HORECA,Class C,13,Wholesale,Credit 30 Days,27.139356,32.246136
2005,Market Lucas Ltd,HORECA,Class A,35,Wholesale,Credit 15 Days,29.647745,32.805733
2006,Grocery Howe-Munoz,Modern Trade,Class A,35,Wholesale,Credit 30 Days,30.25359,32.870764
2007,Supermarket Hester Carrillo and Stephenson,Modern Trade,Class A,9,Restaurant,Credit 15 Days,28.014608,31.491305
2008,Hypermarket Dawson Graves and Wright,HORECA,Class B,35,Wholesale,Credit 15 Days,29.869546,31.900161
2009,Supermarket Edwards Inc,HORECA,Class C,28,Mini Market,Credit 30 Days,31.18513,32.043907
2010,Hypermarket Martinez Ward and Ramos,Traditional Trade,Class C,4,Cafeteria,Credit 30 Days,27.367733,31.279095
2011,Market Hernandez Robinson and Lewis,HORECA,Class B,1,Mini Market,Credit 15 Days,29.379354,32.450215
2012,Hypermarket Jennings-Oconnell,Traditional Trade,Class C,20,Supermarket,Cash,28.922285,32.156971
2013,Supermarket Jacobs Robbins and Rodriguez,Traditional Trade,Class C,9,Mini Market,Credit 15 Days,29.561141,31.098353
2014,Supermarket Sweeney Valencia and Howard,HORECA,Class C,14,Supermarket,Cash,30.946177,29.281444
2015,Hypermarket Mcdonald Smith and Hayes,HORECA,Class C,18,Cafeteria,Credit 30 Days,30.245835,30.454233
2016,Hypermarket Johnson Scott and Reynolds,Modern Trade,Class B,2,Wholesale,Credit 30 Days,29.987267,32.875771
2017,Market Pruitt-Pierce,Modern Trade,Class B,12,Kiosk,Credit 30 Days,28.772127,29.068277
2018,Grocery Reed-Good,Traditional Trade,Class C,4,Wholesale,Cash,29.179458,31.956985
2019,Supermarket Barrera Odonnell and Martin,Traditional Trade,Class B,34,Restaurant,Credit 15 Days,29.916723,30.396247
2020,Market May Inc,Modern Trade,Class A,32,Mini Market,Credit 30 Days,27.703172,30.844778
2021,Grocery Spence-Martin,HORECA,Class A,22,Cafeteria,Credit 30 Days,29.202288,31.198025
2022,Hypermarket Henderson Yoder and Wright,Modern Trade,Class C,9,Cafeteria,Credit 30 Days,28.364671,31.916932
2023,Supermarket Scott Perez and Sims,Traditional Trade,Class C,29,Kiosk,Credit 15 Days,29.215445,30.979526
2024,Supermarket Daniels Ryan and Cruz,Traditional Trade,Class B,4,Wholesale,Credit 15 Days,28.928963,31.73742
2025,Market Nichols-Nelson,Traditional Trade,Class B,14,Kiosk,Credit 30 Days,28.132914,31.056514
2026,Market Miller Sanchez and Young,HORECA,Class A,24,Kiosk,Credit 15 Days,30.364319,31.235047
2027,Hypermarket Travis LLC,HORECA,Class C,13,Mini Market,Credit 30 Days,30.219731,31.287045
2028,Market Lopez-Baldwin,Traditional Trade,Class C,31,Kiosk,Credit 15 Days,29.040843,30.232067
2029,Supermarket Santiago PLC,Modern Trade,Class A,20,Wholesale,Cash,27.144209,32.4587
2030,Hypermarket Garrett Bryan and Wells,HORECA,Class B,35,Kiosk,Credit 15 Days,27.628093,31.317777
2031,Market Gordon Ltd,Modern Trade,Class C,34,Wholesale,Credit 15 Days,31.127213,32.335175
2032,Grocery Wallace Murphy and Cabrera,HORECA,Class C,10,Mini Market,Credit 15 Days,27.855014,30.057269
2033,Grocery Bass Group,HORECA,Class B,12,Mini Market,Credit 15 Days,31.126399,32.079563
2034,Supermarket Bradshaw Inc,HORECA,Class B,28,Restaurant,Cash,30.89504,31.870748
2035,Grocery Campbell Johnson and Riley,Modern Trade,Class C,23,Kiosk,Credit 15 Days,31.410673,29.144349
2036,Grocery Savage Martin and Ray,Modern Trade,Class B,15,Restaurant,Credit 30 Days,28.058395,31.963762
2037,Grocery Johnson Inc,Modern Trade,Class C,23,Mini Market,Credit 15 Days,28.701339,31.827128
2038,Supermarket Rojas-Cruz,Traditional Trade,Class C,2,Supermarket,Credit 30 Days,30.206205,30.070384
2039,Hypermarket Watson Rowland and Rice,HORECA,Class B,35,Supermarket,Cash,27.006206,30.082565
2040,Grocery Olson Ltd,Modern Trade,Class C,15,Restaurant,Credit 30 Days,27.874846,29.802995
2041,Hypermarket Jones Kelley and Hunt,Traditional Trade,Class C,28,Cafeteria,Cash,30.722636,29.655579
2042,Supermarket Patterson Inc,HORECA,Class C,1,Restaurant,Cash,28.680277,29.298754
2043,Supermarket Anderson Ward and Singleton,HORECA,Class C,10,Supermarket,Credit 30 Days,28.833476,30.17766
2044,Market Estrada Robertson and Hunt,Traditional Trade,Class B,30,Supermarket,Credit 30 Days,29.390552,31.667441
2045,Supermarket Vaughn-Long,HORECA,Class A,34,Supermarket,Credit 15 Days,28.316814,30.238372
2046,Supermarket Williams-Mclean,Traditional Trade,Class C,9,Kiosk,Cash,31.47585,32.26768
2047,Market Hall Mcintyre and Collins,HORECA,Class A,1,Wholesale,Credit 30 Days,27.99181,29.565675
2048,Hypermarket Parker Thomas and Cole,Modern Trade,Class A,26,Cafeteria,Credit 15 Days,30.051339,32.691062
2049,Grocery Ferrell Group,Modern Trade,Class A,9,Restaurant,Credit 15 Days,28.303364,30.949046
2050,Market Adams Group,Traditional Trade,Class A,25,Cafeteria,Credit 30 Days,29.752212,32.057542
2051,Grocery Baldwin and Sons,Traditional Trade,Class C,20,Supermarket,Cash,30.814785,31.276553
2052,Supermarket Mann Hall and Castillo,Modern Trade,Class A,34,Cafeteria,Credit 30 Days,29.238287,31.689714
2053,Grocery Holmes Smith and Phillips,HORECA,Class A,31,Kiosk,Cash,28.207985,29.43598
2054,Hypermarket Flores PLC,Traditional Trade,Class C,8,Supermarket,Cash,27.373766,29.431388
2055,Hypermarket Andrews-Robinson,HORECA,Class A,6,Cafeteria,Credit 15 Days,30.881754,29.540833
2056,Hypermarket Coleman-Smith,Modern Trade,Class A,4,Wholesale,Cash,30.84414,29.061188
2057,Supermarket Carter Mann and Thornton,Modern Trade,Class A,19,Mini Market,Credit 30 Days,30.747022,29.521634
2058,Supermarket Gilbert PLC,HORECA,Class B,13,Restaurant,Cash,28.19541,32.631573
2059,Hypermarket Arellano Inc,HORECA,Class A,18,Supermarket,Cash,31.191724,32.97947
2060,Hypermarket White-Edwards,Modern Trade,Class A,15,Restaurant,Credit 30 Days,28.123528,31.014551
2061,Hypermarket Singh Williams and Williamson,Traditional Trade,Class A,29,Kiosk,Cash,29.895092,29.085541
2062,Market Salas Herrera and Taylor,HORECA,Class A,8,Restaurant,Credit 30 Days,30.142104,29.714891
2063,Hypermarket Park Gray and Gregory,Traditional Trade,Class C,33,Restaurant,Cash,29.720902,29.582312
2064,Grocery Rodriguez-Lopez,Traditional Trade,Class A,15,Wholesale,Credit 30 Days,29.134816,30.73779
2065,Hypermarket Sandoval-Phillips,Traditional Trade,Class B,11,Mini Market,Cash,29.840117,29.255621
2066,Hypermarket Robinson Jones and Fuentes,HORECA,Class A,20,Cafeteria,Credit 15 Days,27.512908,31.129448
2067,Supermarket Walker Carlson and Anderson,Traditional Trade,Class B,16,Wholesale,Credit 15 Days,31.444368,29.318883
2068,Market Martin-Barrera,HORECA,Class C,27,Cafeteria,Cash,29.286377,31.858011
2069,Grocery Medina-Thomas,Modern Trade,Class C,30,Cafeteria,Cash,30.72774,30.248101
2070,Hypermarket Martinez Davis and Mitchell,HORECA,Class B,34,Supermarket,Cash,27.910682,29.410044
2071,Hypermarket Simpson Arnold and Alexander,HORECA,Class B,14,Wholesale,Credit 30 Days,30.260299,29.708164
2072,Grocery Rodriguez Roy and White,HORECA,Class B,32,Kiosk,Cash,30.576593,31.541818
2073,Supermarket Mccarty-Arnold,Modern Trade,Class A,16,Wholesale,Credit 30 Days,30.625676,30.557411
2074,Grocery Martin Cantu and Davis,Modern Trade,Class B,31,Cafeteria,Credit 30 Days,30.108903,29.013643
2075,Hypermarket Medina Ltd,HORECA,Class B,1,Supermarket,Credit 15 Days,27.277168,31.413939
2076,Hypermarket Lewis Garcia and Branch,Traditional Trade,Class A,25,Supermarket,Credit 30 Days,27.61535,31.863765
2077,Market Reynolds Inc,Traditional Trade,Class C,7,Supermarket,Credit 15 Days,31.043627,29.323844
2078,Hypermarket Weaver Torres and Scott,Modern Trade,Class A,18,Wholesale,Cash,29.917589,29.876647
2079,Grocery Hanson-Mendez,Modern Trade,Class C,32,Restaurant,Credit 15 Days,27.022382,32.711832
2080,Hypermarket Miles-Hawkins,HORECA,Class B,7,Cafeteria,Credit 15 Days,29.669423,31.178421
2081,Market Lester Garner and Lam,Modern Trade,Class C,18,Mini Market,Credit 30 Days,29.197051,30.3086
2082,Market Bailey and Sons,HORECA,Class B,18,Wholesale,Credit 15 Days,30.930203,29.175529
2083,Hypermarket Strong-Marshall,Modern Trade,Class B,12,Cafeteria,Credit 15 Days,27.666346,32.556491
2084,Hypermarket King Inc,Traditional Trade,Class B,14,Supermarket,Credit 15 Days,31.354281,31.945751
2085,Market Jones-Moyer,Traditional Trade,Class C,6,Mini Market,Cash,27.150304,29.193616
2086,Hypermarket Matthews-Lewis,Modern Trade,Class C,33,Restaurant,Cash,27.655804,31.099631
2087,Hypermarket Nelson-Smith,Traditional Trade,Class B,26,Mini Market,Credit 15 Days,30.35454,30.8198
2088,Hypermarket Smith Roth and Estrada,Traditional Trade,Class A,3,Kiosk,Credit 15 Days,27.484695,32.936698
2089,Supermarket Coleman Smith and Perry,Traditional Trade,Class A,20,Supermarket,Credit 15 Days,27.891332,32.930554
2090,Market Palmer Inc,Traditional Trade,Class A,13,Cafeteria,Cash,29.744914,31.95451
2091,Hypermarket Butler Henson and Burnett,Modern Trade,Class B,31,Wholesale,Cash,27.627687,31.191916
2092,Hypermarket Barrett PLC,Modern Trade,Class A,26,Cafeteria,Cash,27.314079,30.533394
2093,Supermarket Ritter-Skinner,Modern Trade,Class C,2,Wholesale,Credit 15 Days,27.731266,31.159264
2094,Supermarket Hodges-Callahan,Traditional Trade,Class C,30,Supermarket,Credit 15 Days,30.451282,31.948248
2095,Market Gray Inc,Traditional Trade,Class C,25,Mini Market,Credit 15 Days,28.035593,30.150533
2096,Supermarket Lam Group,HORECA,Class C,24,Cafeteria,Credit 15 Days,27.971966,32.404129
2097,Hypermarket Terrell Group,Modern Trade,Class A,21,Supermarket,Credit 30 Days,31.343054,29.465219
2098,Hypermarket Alexander Buchanan and Ritter,Traditional Trade,Class B,26,Wholesale,Credit 15 Days,28.336832,29.432515
2099,Grocery Bullock Taylor and Branch,Modern Trade,Class B,30,Mini Market,Cash,28.355806,29.953598
2100,Market Stephens PLC,Modern Trade,Class A,3,Mini Market,Credit 30 Days,30.786169,31.644256
2101,Supermarket Petersen Nielsen and Salinas,Traditional Trade,Class A,9,Kiosk,Cash,30.673848,30.693806
2102,Market Wagner LLC,HORECA,Class C,20,Wholesale,Cash,27.984226,29.956226
2103,Supermarket Smith Juarez and Smith,Traditional Trade,Class A,15,Restaurant,Credit 15 Days,27.731748,31.43123
2104,Supermarket Williams Griffin and Le,HORECA,Class C,21,Cafeteria,Credit 30 Days,28.533273,31.995055
2105,Supermarket Hayes-Burns,HORECA,Class B,23,Wholesale,Credit 30 Days,29.990178,32.420549
2106,Hypermarket Garcia Inc,HORECA,Class A,30,Wholesale,Credit 30 Days,30.097337,29.033665
2107,Supermarket Lutz-White,HORECA,Class B,27,Restaurant,Credit 15 Days,30.328842,29.419011
2108,Grocery Hicks Chavez and Williams,Modern Trade,Class B,22,Wholesale,Credit 30 Days,31.428122,31.337616
2109,Supermarket Vang Merritt and Lambert,Modern Trade,Class C,4,Restaurant,Credit 30 Days,27.791226,32.404992
2110,Market Johnson LLC,HORECA,Class B,7,Supermarket,Credit 30 Days,29.232051,31.649141
2111,Grocery Green PLC,Traditional Trade,Class A,35,Wholesale,Credit 15 Days,29.414587,29.403251
2112,Grocery Wright Flynn and Hess,HORECA,Class C,21,Mini Market,Cash,27.951131,30.115844
2113,Supermarket Snyder PLC,Traditional Trade,Class B,26,Cafeteria,Credit 30 Days,30.076535,31.140399
2114,Hypermarket Fischer Wise and Cochran,Modern Trade,Class C,26,Wholesale,Credit 15 Days,28.223309,31.297948
2115,Grocery Ellis and Sons,Modern Trade,Class B,33,Supermarket,Credit 15 Days,28.213735,29.686248
2116,Market Sanchez Strickland and Montes,Modern Trade,Class C,28,Mini Market,Credit 15 Days,30.412072,30.002385
2117,Grocery Lewis Group,Modern Trade,Class C,32,Kiosk,Cash,30.345419,32.347332
2118,Hypermarket Burke Rhodes and Keller,Traditional Trade,Class B,29,Wholesale,Credit 30 Days,30.897741,31.444159
2119,Hypermarket Morrison Inc,Modern Trade,Class B,11,Supermarket,Credit 30 Days,29.259867,29.898911
2120,Supermarket Jones Inc,Traditional Trade,Class C,22,Mini Market,Cash,28.134084,29.954883
2121,Grocery Soto Group,Modern Trade,Class B,11,Mini Market,Cash,27.646315,32.464856
2122,Hypermarket Chen-Lopez,HORECA,Class B,14,Cafeteria,Credit 15 Days,29.061307,29.760989
2123,Market Jensen Ward and Schwartz,HORECA,Class A,29,Mini Market,Credit 30 Days,29.700851,32.169667
2124,Market Johnson Group,Traditional Trade,Class B,22,Restaurant,Cash,31.084355,29.715577
2125,Hypermarket Ramos-Stout,HORECA,Class A,31,Kiosk,Cash,29.968981,30.794224
2126,Supermarket Jones Davidson and Cline,Modern Trade,Class C,5,Wholesale,Credit 30 Days,28.865161,31.26741
2127,Hypermarket Johnson PLC,Modern Trade,Class B,23,Cafeteria,Cash,28.136944,29.774081
2128,Hypermarket Chambers-Hogan,Traditional Trade,Class A,17,Kiosk,Credit 30 Days,28.232239,29.95779
2129,Grocery Burns-Prince,HORECA,Class A,6,Cafeteria,Credit 15 Days,31.440873,30.431875
2130,Market Smith Hill and Schaefer,Traditional Trade,Class B,12,Cafeteria,Cash,29.883633,32.817053
2131,Supermarket Martin Scott and Cohen,HORECA,Class B,13,Kiosk,Credit 15 Days,28.534685,31.780759
2132,Supermarket Villanueva and Sons,Traditional Trade,Class C,5,Wholesale,Credit 15 Days,28.328112,30.038586
2133,Supermarket Brown Inc,HORECA,Class C,19,Wholesale,Credit 15 Days,29.503989,32.351844
2134,Market Dixon Cox and Bradley,Traditional Trade,Class C,3,Supermarket,Credit 15 Days,27.635768,32.101148
2135,Market Marquez-Jenkins,HORECA,Class A,11,Cafeteria,Cash,29.932245,32.574002
2136,Supermarket Cortez-Robinson,HORECA,Class C,25,Restaurant,Credit 30 Days,30.103109,31.741026
2137,Grocery Mcbride-White,Modern Trade,Class A,29,Restaurant,Credit 15 Days,27.403186,31.772947
2138,Supermarket Castaneda-Davis,HORECA,Class C,29,Kiosk,Credit 30 Days,29.145629,31.561711
2139,Market Stewart Weber and Barker,Traditional Trade,Class B,4,Restaurant,Credit 15 Days,30.706763,31.315879
2140,Grocery Downs-Ingram,Modern Trade,Class B,22,Cafeteria,Credit 15 Days,27.409594,29.0002
2141,Grocery Lowe-Cooley,Traditional Trade,Class C,24,Kiosk,Cash,28.01671,30.691436
2142,Supermarket Barnett Jennings and Taylor,Modern Trade,Class B,16,Supermarket,Cash,28.751155,31.055809
2143,Supermarket Gonzales Group,Traditional Trade,Class C,20,Kiosk,Credit 15 Days,27.629411,30.186453
2144,Grocery Flores PLC,HORECA,Class A,35,Wholesale,Cash,27.812442,29.450505
2145,Supermarket Green Group,Modern Trade,Class A,20,Wholesale,Credit 15 Days,27.765787,32.654303
2146,Grocery Palmer-Terry,Modern Trade,Class C,22,Supermarket,Credit 30 Days,28.067586,31.668547
2147,Market Holmes and Sons,HORECA,Class B,28,Cafeteria,Cash,29.952712,30.264292
2148,Grocery Clark Ward and Little,HORECA,Class B,7,Wholesale,Credit 30 Days,27.92537,29.68366
2149,Grocery Osborne Ford and Diaz,Modern Trade,Class A,29,Supermarket,Credit 15 Days,27.440246,31.294553
2150,Grocery Erickson Thomas and Garcia,Modern Trade,Class C,33,Wholesale,Cash,28.564727,31.924879
2151,Market Davis PLC,HORECA,Class B,10,Supermarket,Cash,30.559826,32.731141
2152,Supermarket Watkins-Archer,Modern Trade,Class A,12,Restaurant,Credit 30 Days,30.440818,29.932123
2153,Market Maynard-Cook,Traditional Trade,Class A,29,Cafeteria,Credit 15 Days,28.785169,30.304507
2154,Hypermarket Lewis-Taylor,HORECA,Class C,5,Kiosk,Cash,31.407617,29.362558
2155,Market Mendoza Davis and Hanson,HORECA,Class B,22,Wholesale,Credit 30 Days,30.286054,32.315386
2156,Market Hernandez-Wright,HORECA,Class B,7,Supermarket,Cash,28.423446,31.346483
2157,Supermarket Adams PLC,Modern Trade,Class B,11,Kiosk,Credit 30 Days,30.775122,29.556894
2158,Supermarket Price-Rhodes,HORECA,Class B,28,Mini Market,Credit 15 Days,29.395265,32.22972
2159,Hypermarket Wyatt and Sons,Modern Trade,Class B,31,Restaurant,Credit 30 Days,29.960076,31.529329
2160,Hypermarket Johnson-Davis,HORECA,Class A,24,Supermarket,Credit 15 Days,31.116646,31.419199
2161,Supermarket Scott-Hancock,HORECA,Class A,23,Wholesale,Credit 30 Days,27.694153,29.765809
2162,Hypermarket Osborn Ltd,Traditional Trade,Class B,11,Supermarket,Credit 30 Days,31.403008,32.028966
2163,Market Wilkins PLC,Modern Trade,Class B,20,Supermarket,Credit 30 Days,27.700767,29.589221
2164,Grocery Barnes Colon and Bowen,Traditional Trade,Class A,26,Supermarket,Credit 15 Days,28.833003,32.470154
2165,Hypermarket Martin Peterson and Sims,HORECA,Class C,4,Restaurant,Credit 30 Days,29.294187,29.571088
2166,Grocery Johnson Group,HORECA,Class A,2,Kiosk,Credit 15 Days,31.199898,30.374662
2167,Hypermarket Brown Group,Traditional Trade,Class B,30,Cafeteria,Cash,27.714387,31.235468
2168,Market Campos-Taylor,Traditional Trade,Class B,16,Mini Market,Credit 15 Days,29.439842,32.981002
2169,Market Clarke-Hanna,Traditional Trade,Class A,8,Wholesale,Credit 30 Days,28.133905,29.813428
2170,Grocery Reeves Huerta and Jones,Traditional Trade,Class A,7,Cafeteria,Credit 15 Days,27.119193,32.88073
2171,Hypermarket Willis Group,Traditional Trade,Class C,15,Restaurant,Cash,31.397277,29.995618
2172,Supermarket Wood Gordon and Heath,HORECA,Class C,18,Cafeteria,Cash,31.290385,31.074951
2173,Supermarket Robinson-Mclaughlin,HORECA,Class B,14,Mini Market,Credit 30 Days,28.708172,30.812684
2174,Market Schneider Inc,Traditional Trade,Class C,30,Cafeteria,Cash,27.178783,29.368701
2175,Market Hernandez-Jimenez,Modern Trade,Class A,16,Cafeteria,Credit 30 Days,30.470199,32.873272
2176,Hypermarket Miller PLC,Modern Trade,Class C,20,Kiosk,Cash,31.014562,30.389296
2177,Supermarket Austin Inc,Modern Trade,Class B,21,Wholesale,Credit 15 Days,30.944497,31.345398
2178,Market Murray Inc,Traditional Trade,Class B,9,Wholesale,Credit 15 Days,29.658385,30.521667
2179,Supermarket Ewing Stephens and Solomon,Traditional Trade,Class B,12,Restaurant,Credit 15 Days,28.496718,32.748675
2180,Hypermarket Nelson Ltd,Traditional Trade,Class C,26,Cafeteria,Credit 15 Days,31.070838,31.333925
2181,Supermarket Keller LLC,HORECA,Class B,20,Supermarket,Cash,29.880326,29.408875
2182,Market Russo Inc,Modern Trade,Class A,2,Kiosk,Credit 15 Days,27.512434,31.704971
2183,Supermarket Sparks and Sons,HORECA,Class A,25,Restaurant,Credit 15 Days,29.173928,31.979276
2184,Hypermarket Soto Hunt and Robinson,Traditional Trade,Class C,11,Supermarket,Credit 15 Days,30.307497,31.66482
2185,Grocery Robles Ltd,Traditional Trade,Class A,21,Mini Market,Credit 30 Days,29.061211,32.695315
2186,Grocery Ingram Mcbride and Foster,HORECA,Class A,5,Wholesale,Cash,27.226596,29.859706
2187,Supermarket Cain-Edwards,HORECA,Class B,25,Wholesale,Credit 30 Days,30.697368,31.140715
2188,Hypermarket Schultz-Hunter,Traditional Trade,Class C,35,Mini Market,Credit 30 Days,29.296451,32.679831
2189,Supermarket Williams-Dominguez,Modern Trade,Class B,32,Supermarket,Credit 30 Days,29.740535,29.637825
2190,Grocery Jones-Lopez,Modern Trade,Class A,2,Wholesale,Credit 30 Days,27.139427,30.32066
2191,Grocery Cook-Dawson,HORECA,Class B,6,Mini Market,Credit 30 Days,29.165286,29.811646
2192,Market Garcia Ltd,Modern Trade,Class A,4,Wholesale,Credit 30 Days,30.043257,31.942146
2193,Hypermarket Zimmerman Inc,Traditional Trade,Class B,23,Restaurant,Credit 15 Days,28.195786,31.407586
2194,Grocery Wright-Lynch,HORECA,Class C,28,Mini Market,Credit 30 Days,28.392847,29.304742
2195,Hypermarket Fuller Wagner and Duncan,Modern Trade,Class C,2,Cafeteria,Credit 30 Days,30.068066,29.365415
2196,Market Taylor-Porter,HORECA,Class A,33,Cafeteria,Credit 30 Days,30.492583,31.605055
2197,Market Stark Group,Traditional Trade,Class A,11,Restaurant,Credit 30 Days,28.610218,31.505186
2198,Grocery Olsen Group,Modern Trade,Class B,31,Mini Market,Cash,27.763279,31.195469
2199,Grocery Coleman Henry and Galvan,Modern Trade,Class C,5,Mini Market,Credit 30 Days,28.118466,32.34004
2200,Hypermarket Campos-Dean,HORECA,Class A,14,Supermarket,Credit 30 Days,30.301177,29.548619
2201,Market Gallagher-Jones,HORECA,Class C,4,Wholesale,Cash,31.129334,29.671704
2202,Hypermarket Snyder and Sons,HORECA,Class B,12,Mini Market,Cash,31.128707,29.467951
2203,Grocery Vasquez Greer and Dudley,Modern Trade,Class B,23,Cafeteria,Cash,29.818668,32.698929
2204,Supermarket Mccormick Group,Modern Trade,Class C,4,Cafeteria,Cash,29.731606,32.54409
2205,Hypermarket Gilbert Fischer and Johnson,HORECA,Class C,4,Mini Market,Credit 15 Days,30.192401,31.229042
2206,Market Ferguson-Scott,HORECA,Class A,21,Kiosk,Credit 30 Days,29.569763,31.066933
2207,Market Thomas Ltd,Traditional Trade,Class B,23,Wholesale,Credit 15 Days,30.628522,29.661011
2208,Hypermarket Johnson PLC,Traditional Trade,Class A,35,Mini Market,Credit 15 Days,27.369682,30.970483
2209,Grocery Robertson and Sons,Traditional Trade,Class B,4,Wholesale,Cash,29.140918,32.404282
2210,Grocery Booker LLC,Modern Trade,Class C,27,Wholesale,Credit 30 Days,30.65696,29.615817
2211,Hypermarket Jones-Hicks,Traditional Trade,Class B,28,Wholesale,Credit 15 Days,29.830119,31.661194
2212,Supermarket Vargas-Glenn,Traditional Trade,Class C,16,Wholesale,Cash,27.548254,32.775007
2213,Hypermarket Thompson-Welch,HORECA,Class C,24,Mini Market,Cash,28.650038,31.48853
2214,Grocery Grant PLC,HORECA,Class B,24,Cafeteria,Credit 15 Days,27.326616,29.102761
2215,Grocery Gonzalez Hernandez and Lopez,Traditional Trade,Class B,33,Wholesale,Credit 15 Days,29.745561,29.070734
2216,Grocery Paul-Foster,Traditional Trade,Class C,14,Kiosk,Credit 15 Days,27.605613,30.54189
2217,Hypermarket Bell Wheeler and Watson,Modern Trade,Class C,7,Supermarket,Credit 30 Days,28.08297,31.256037
2218,Hypermarket Smith Weaver and Gardner,HORECA,Class B,23,Supermarket,Cash,29.001695,32.802709
2219,Supermarket Caldwell-Cooper,Modern Trade,Class B,23,Mini Market,Cash,31.479662,31.756409
2220,Hypermarket Beck-Blevins,Modern Trade,Class C,25,Wholesale,Credit 30 Days,28.963058,31.384991
2221,Supermarket Mendez Cannon and Nolan,HORECA,Class A,34,Cafeteria,Cash,30.464359,30.655616
2222,Grocery Scott LLC,HORECA,Class A,33,Wholesale,Credit 15 Days,27.815982,32.547113
2223,Hypermarket Cook PLC,Modern Trade,Class C,6,Mini Market,Credit 15 Days,30.677392,31.537469
2224,Market Jordan Caldwell and Poole,HORECA,Class A,15,Wholesale,Cash,29.810343,30.135876
2225,Market Roberson PLC,Traditional Trade,Class A,9,Mini Market,Cash,30.023636,32.352114
2226,Supermarket Leon LLC,HORECA,Class B,14,Cafeteria,Cash,28.480048,31.843095
2227,Supermarket Robertson Perez and Mccarthy,HORECA,Class A,35,Cafeteria,Credit 15 Days,27.932799,29.898292
2228,Supermarket Reyes Payne and Robbins,HORECA,Class A,28,Restaurant,Credit 15 Days,29.880398,32.650142
2229,Grocery Reed LLC,HORECA,Class C,11,Cafeteria,Credit 15 Days,29.360605,31.150945
2230,Hypermarket Herman-Patel,Traditional Trade,Class C,9,Kiosk,Credit 30 Days,29.77986,29.623199
