Date_Key,Region_Key,Brand_Name,Volume_Share_%,Value_Share_%,Competitor_Price,Availability_Status,Shelf_Space_Share
2025-05-01,20,Big Cola,14.02,14.59,20.27,No,40.0
2025-05-01,20,Spiro Spathis,12.22,10.55,19.98,Yes,49.0
2025-05-01,20,V7,15.91,15.17,23.33,Yes,40.7
2025-05-01,20,Sina Cola,27.27,32.24,13.09,Yes,32.2
2025-05-01,21,Shams-Cola,17.68,19.43,10.59,Yes,38.6
2025-05-01,21,Pepsi,30.21,27.37,24.64,Yes,8.5
2025-05-01,21,Coca-Cola,34.98,41.91,16.9,Yes,43.2
2025-05-01,21,Big Cola,18.18,16.6,16.34,No,44.1
2025-05-01,21,Spiro Spathis,2.8,3.19,15.27,Yes,11.3
2025-05-01,21,V7,4.15,4.29,12.65,Yes,18.8
2025-05-01,21,Sina Cola,14.78,14.62,20.41,Yes,29.0
2025-05-01,22,Shams-Cola,9.1,7.92,10.53,Yes,11.8
2025-05-01,22,Pepsi,3.62,4.25,23.67,Yes,20.1
2025-05-01,22,Coca-Cola,16.62,14.24,23.02,Yes,45.9
2025-05-01,22,Big Cola,2.42,2.46,20.26,Yes,32.8
2025-05-01,22,Spiro Spathis,38.75,46.33,15.34,Yes,30.3
2025-05-01,22,V7,21.11,18.27,10.79,Yes,48.9
2025-05-01,22,Sina Cola,32.31,28.65,25.76,Yes,34.5
2025-05-01,23,Shams-Cola,36.05,38.03,23.37,No,31.2
2025-05-01,23,Pepsi,30.3,25.04,27.47,Yes,39.2
2025-05-01,23,Coca-Cola,22.89,21.14,11.93,Yes,17.1
2025-05-01,23,Big Cola,30.86,32.76,23.0,Yes,29.3
2025-05-01,23,Spiro Spathis,11.4,11.12,15.1,Yes,11.9
2025-05-01,23,V7,28.05,25.66,15.05,Yes,26.9
2025-05-01,23,Sina Cola,2.96,2.52,28.25,Yes,40.0
2025-05-01,24,Shams-Cola,16.23,15.77,22.94,Yes,49.7
2025-05-01,24,Pepsi,4.81,4.58,12.3,Yes,43.0
2025-05-01,24,Coca-Cola,18.39,18.08,17.52,Yes,19.0
2025-05-01,24,Big Cola,31.81,29.29,24.51,Yes,10.0
2025-05-01,24,Spiro Spathis,11.3,12.53,22.86,Yes,41.7
2025-05-01,24,V7,13.99,12.19,10.67,Yes,29.1
2025-05-01,24,Sina Cola,14.83,16.99,15.3,Yes,10.4
2025-05-01,25,Shams-Cola,6.33,6.55,24.31,Yes,39.8
2025-05-01,25,Pepsi,35.67,28.74,27.44,Yes,45.2
2025-05-01,25,Coca-Cola,26.12,29.39,17.35,Yes,46.7
2025-05-01,25,Big Cola,37.56,30.44,13.68,Yes,14.8
2025-05-01,25,Spiro Spathis,2.91,2.51,18.29,Yes,16.6
2025-05-01,25,V7,25.85,24.57,19.5,Yes,5.6
2025-05-01,25,Sina Cola,16.4,14.47,20.78,Yes,28.5
2025-05-01,26,Shams-Cola,27.24,28.53,18.51,No,20.5
2025-05-01,26,Pepsi,18.0,17.0,28.83,Yes,16.4
2025-05-01,26,Coca-Cola,4.91,4.5,28.81,Yes,29.7
2025-05-01,26,Big Cola,32.03,29.43,10.04,Yes,13.7
2025-05-01,26,Spiro Spathis,33.28,33.74,21.09,Yes,5.8
2025-05-01,26,V7,38.93,45.19,23.79,Yes,8.1
2025-05-01,26,Sina Cola,12.16,10.11,20.32,Yes,41.2
2025-05-01,27,Shams-Cola,7.21,8.05,22.53,Yes,12.8
2025-05-01,27,Pepsi,6.45,5.79,14.79,No,29.2
2025-05-01,27,Coca-Cola,19.6,21.33,11.2,Yes,23.0
2025-05-01,27,Big Cola,20.84,20.58,13.67,Yes,32.0
2025-05-01,27,Spiro Spathis,21.43,24.83,27.22,Yes,47.7
2025-05-01,27,V7,34.76,33.33,21.96,Yes,35.3
2025-05-01,27,Sina Cola,12.89,13.98,16.58,No,37.2
2025-05-01,28,Shams-Cola,29.33,27.27,17.46,Yes,49.6
2025-05-01,28,Pepsi,12.97,15.17,20.52,No,20.0
2025-05-01,28,Coca-Cola,7.61,7.43,29.21,Yes,14.3
2025-05-01,28,Big Cola,5.03,4.85,10.74,Yes,15.8
2025-05-01,28,Spiro Spathis,5.21,5.93,24.41,Yes,23.2
2025-05-01,28,V7,10.0,9.71,12.0,Yes,26.7
2025-05-01,28,Sina Cola,12.71,12.61,28.01,No,28.6
2025-05-01,29,Shams-Cola,11.51,13.81,18.33,Yes,33.0
2025-05-01,29,Pepsi,13.96,14.55,28.9,Yes,20.9
2025-05-01,29,Coca-Cola,16.99,14.26,18.82,Yes,38.5
2025-05-01,29,Big Cola,26.72,31.58,11.13,Yes,29.1
2025-05-01,29,Spiro Spathis,29.17,25.2,16.48,Yes,30.8
2025-05-01,29,V7,15.98,14.16,11.36,Yes,37.0
2025-05-01,29,Sina Cola,29.05,29.77,22.87,No,6.0
2025-05-01,30,Shams-Cola,6.51,6.07,12.83,Yes,26.5
2025-05-01,30,Pepsi,21.01,20.51,25.67,Yes,7.2
2025-05-01,30,Coca-Cola,18.68,20.43,10.37,Yes,21.6
2025-05-01,30,Big Cola,10.21,10.38,22.58,Yes,36.8
2025-05-01,30,Spiro Spathis,7.54,7.13,28.2,Yes,43.2
2025-05-01,30,V7,11.92,13.35,12.66,Yes,39.0
2025-05-01,30,Sina Cola,38.52,39.35,16.19,Yes,46.7
2025-05-01,31,Shams-Cola,12.58,12.24,15.28,Yes,14.9
2025-05-01,31,Pepsi,28.29,23.38,19.22,Yes,29.6
2025-05-01,31,Coca-Cola,6.77,5.9,27.5,No,21.7
2025-05-01,31,Big Cola,16.04,14.62,15.1,Yes,39.9
2025-05-01,31,Spiro Spathis,31.85,30.16,23.66,No,42.8
2025-05-01,31,V7,29.92,32.53,14.51,Yes,17.5
2025-05-01,31,Sina Cola,35.9,41.02,13.48,Yes,16.5
2025-05-01,32,Shams-Cola,2.9,2.69,20.72,Yes,11.1
2025-05-01,32,Pepsi,36.23,32.23,26.61,No,38.7
2025-05-01,32,Coca-Cola,11.52,9.65,24.03,Yes,22.6
2025-05-01,32,Big Cola,11.5,13.76,19.0,Yes,34.6
2025-05-01,32,Spiro Spathis,5.86,5.05,15.46,Yes,34.7
2025-05-01,32,V7,9.66,8.43,23.96,Yes,30.7
2025-05-01,32,Sina Cola,23.13,24.02,23.88,Yes,34.4
2025-05-01,33,Shams-Cola,39.3,36.98,25.08,Yes,38.3
2025-05-01,33,Pepsi,28.02,29.62,28.6,Yes,29.5
2025-05-01,33,Coca-Cola,3.27,2.68,28.49,Yes,30.7
2025-05-01,33,Big Cola,23.53,22.75,12.2,No,7.2
2025-05-01,33,Spiro Spathis,11.51,11.79,25.35,Yes,16.8
2025-05-01,33,V7,10.45,10.74,22.22,Yes,38.4
2025-05-01,33,Sina Cola,33.39,37.53,19.38,Yes,10.6
2025-05-01,34,Shams-Cola,15.0,17.79,24.81,Yes,20.8
2025-05-01,34,Pepsi,30.94,34.6,24.36,Yes,11.9
2025-05-01,34,Coca-Cola,16.1,17.09,27.4,Yes,6.8
2025-05-01,34,Big Cola,30.63,24.87,16.54,Yes,33.2
2025-05-01,34,Spiro Spathis,29.21,32.66,24.04,Yes,47.1
2025-05-01,34,V7,25.5,25.82,16.25,Yes,47.6
2025-05-01,34,Sina Cola,34.27,32.79,13.37,No,6.1
2025-05-01,35,Shams-Cola,7.15,7.54,23.97,Yes,39.1
2025-05-01,35,Pepsi,37.92,41.19,25.02,Yes,39.3
2025-05-01,35,Coca-Cola,21.98,20.73,13.88,Yes,9.2
2025-05-01,35,Big Cola,38.95,42.15,26.8,Yes,44.1
2025-05-01,35,Spiro Spathis,34.34,35.99,15.77,Yes,11.5
2025-05-01,35,V7,32.6,34.64,18.02,Yes,16.9
2025-05-01,35,Sina Cola,4.61,5.02,12.72,Yes,8.7
2025-06-01,1,Shams-Cola,23.33,20.79,26.66,Yes,18.3
2025-06-01,1,Pepsi,26.42,28.36,17.71,Yes,28.9
2025-06-01,1,Coca-Cola,25.91,30.24,28.63,Yes,20.8
2025-06-01,1,Big Cola,36.85,33.6,11.58,Yes,43.8
2025-06-01,1,Spiro Spathis,7.21,8.43,14.73,Yes,24.9
2025-06-01,1,V7,4.29,3.99,26.12,Yes,23.4
2025-06-01,1,Sina Cola,4.88,4.44,16.91,No,40.9
2025-06-01,2,Shams-Cola,35.01,29.98,12.13,Yes,30.0
2025-06-01,2,Pepsi,3.85,3.89,28.22,No,24.6
2025-06-01,2,Coca-Cola,17.98,19.75,16.64,Yes,7.3
2025-06-01,2,Big Cola,2.76,2.99,14.26,Yes,15.9
2025-06-01,2,Spiro Spathis,34.09,35.95,18.03,Yes,47.8
2025-06-01,2,V7,11.38,9.6,27.27,Yes,7.6
2025-06-01,2,Sina Cola,35.33,34.43,10.86,Yes,12.0
2025-06-01,3,Shams-Cola,9.68,8.89,24.77,Yes,47.5
2025-06-01,3,Pepsi,24.44,23.69,18.23,Yes,41.0
2025-06-01,3,Coca-Cola,7.26,8.49,18.97,Yes,18.1
2025-06-01,3,Big Cola,3.03,3.52,13.0,Yes,29.0
2025-06-01,3,Spiro Spathis,25.4,25.8,18.96,Yes,29.7
2025-06-01,3,V7,38.01,43.92,17.65,Yes,7.7
2025-06-01,3,Sina Cola,37.37,41.71,10.51,Yes,15.6
2025-06-01,4,Shams-Cola,19.4,20.83,17.94,Yes,41.6
2025-06-01,4,Pepsi,32.63,35.86,18.41,Yes,28.0
2025-06-01,4,Coca-Cola,19.68,21.26,18.89,Yes,39.0
2025-06-01,4,Big Cola,9.26,9.34,20.91,Yes,17.9
2025-06-01,4,Spiro Spathis,9.54,7.83,23.67,Yes,39.1
2025-06-01,4,V7,17.65,20.06,12.97,Yes,26.2
2025-06-01,4,Sina Cola,27.38,32.01,15.64,Yes,35.0
2025-06-01,5,Shams-Cola,7.52,8.65,11.7,Yes,43.3
2025-06-01,5,Pepsi,19.91,21.11,25.49,Yes,32.0
2025-06-01,5,Coca-Cola,23.14,19.05,18.66,Yes,44.6
2025-06-01,5,Big Cola,19.56,15.86,28.15,Yes,7.6
2025-06-01,5,Spiro Spathis,36.32,40.64,15.35,Yes,48.8
2025-06-01,5,V7,34.06,39.5,17.8,Yes,15.0
2025-06-01,5,Sina Cola,4.01,4.22,22.01,Yes,32.5
2025-06-01,6,Shams-Cola,35.65,35.26,20.19,Yes,16.9
2025-06-01,6,Pepsi,33.72,30.62,30.0,Yes,19.5
2025-06-01,6,Coca-Cola,7.82,6.99,22.39,Yes,27.7
2025-06-01,6,Big Cola,14.65,12.02,10.05,Yes,30.9
2025-06-01,6,Spiro Spathis,15.03,13.24,14.55,Yes,26.6
2025-06-01,6,V7,6.4,6.75,20.31,Yes,18.4
2025-06-01,6,Sina Cola,35.1,31.62,17.21,Yes,42.5
2025-06-01,7,Shams-Cola,16.93,16.82,28.0,Yes,23.9
2025-06-01,7,Pepsi,10.03,10.9,20.94,Yes,5.7
2025-06-01,7,Coca-Cola,33.51,27.66,16.53,Yes,10.0
2025-06-01,7,Big Cola,6.66,6.38,27.16,Yes,49.2
2025-06-01,7,Spiro Spathis,39.2,47.01,11.58,No,38.7
2025-06-01,7,V7,6.48,7.31,10.87,No,32.8
2025-06-01,7,Sina Cola,5.85,4.72,17.11,Yes,46.9
2025-06-01,8,Shams-Cola,10.28,11.26,23.31,Yes,5.5
2025-06-01,8,Pepsi,25.94,22.51,23.7,No,14.3
2025-06-01,8,Coca-Cola,35.77,29.54,18.22,Yes,30.0
2025-06-01,8,Big Cola,34.49,27.63,15.92,Yes,28.4
2025-06-01,8,Spiro Spathis,24.99,22.64,23.99,Yes,44.5
2025-06-01,8,V7,15.83,16.3,12.05,Yes,34.2
2025-06-01,8,Sina Cola,13.94,16.56,18.82,Yes,38.1
2025-06-01,9,Shams-Cola,17.37,16.8,20.82,Yes,6.5
2025-06-01,9,Pepsi,32.47,33.4,20.15,Yes,26.0
2025-06-01,9,Coca-Cola,17.54,15.14,10.0,Yes,12.6
2025-06-01,9,Big Cola,28.34,25.36,16.09,Yes,47.9
2025-06-01,9,Spiro Spathis,5.76,6.86,11.33,Yes,40.9
2025-06-01,9,V7,4.01,4.46,28.62,Yes,27.6
2025-06-01,9,Sina Cola,23.81,28.12,21.94,Yes,11.1
2025-06-01,10,Shams-Cola,22.53,24.31,26.64,Yes,49.3
2025-06-01,10,Pepsi,31.94,30.88,18.31,Yes,48.2
2025-06-01,10,Coca-Cola,10.42,11.04,21.6,Yes,14.5
2025-06-01,10,Big Cola,32.38,30.37,29.61,Yes,14.8
2025-06-01,10,Spiro Spathis,17.98,18.93,21.03,No,29.0
2025-06-01,10,V7,21.91,22.75,15.45,Yes,25.7
2025-06-01,10,Sina Cola,25.68,23.16,27.74,Yes,5.5
2025-06-01,11,Shams-Cola,37.42,32.04,21.26,Yes,9.2
2025-06-01,11,Pepsi,21.43,18.11,21.14,Yes,45.9
2025-06-01,11,Coca-Cola,37.97,42.75,22.7,Yes,46.1
2025-06-01,11,Big Cola,12.27,9.82,19.24,Yes,33.3
2025-06-01,11,Spiro Spathis,31.38,27.27,13.33,Yes,20.5
2025-06-01,11,V7,5.76,5.65,27.7,Yes,20.6
2025-06-01,11,Sina Cola,37.32,30.63,22.95,Yes,18.6
2025-06-01,12,Shams-Cola,24.85,23.91,16.76,Yes,29.3
2025-06-01,12,Pepsi,35.03,40.27,19.75,Yes,20.0
2025-06-01,12,Coca-Cola,14.31,12.79,24.79,Yes,30.8
2025-06-01,12,Big Cola,7.81,8.71,14.01,Yes,16.1
2025-06-01,12,Spiro Spathis,30.88,32.3,23.37,Yes,18.2
2025-06-01,12,V7,19.89,21.24,13.39,Yes,7.8
2025-06-01,12,Sina Cola,8.65,8.76,21.28,Yes,16.6
2025-06-01,13,Shams-Cola,2.44,2.2,18.53,Yes,30.3
2025-06-01,13,Pepsi,6.72,6.44,14.95,Yes,49.9
2025-06-01,13,Coca-Cola,26.23,29.16,13.18,Yes,17.7
2025-06-01,13,Big Cola,21.83,18.4,25.63,Yes,37.5
2025-06-01,13,Spiro Spathis,19.11,22.18,19.98,Yes,15.3
2025-06-01,13,V7,29.4,24.17,12.31,Yes,31.5
2025-06-01,13,Sina Cola,9.65,10.16,24.6,Yes,42.3
2025-06-01,14,Shams-Cola,28.13,26.63,24.07,Yes,11.4
2025-06-01,14,Pepsi,2.64,2.7,19.62,Yes,19.6
2025-06-01,14,Coca-Cola,13.63,11.99,16.91,Yes,22.8
2025-06-01,14,Big Cola,5.4,5.18,20.51,Yes,39.5
2025-06-01,14,Spiro Spathis,38.07,34.73,27.25,Yes,20.8
2025-06-01,14,V7,19.04,19.1,21.88,Yes,38.8
2025-06-01,14,Sina Cola,8.9,9.99,25.98,Yes,41.0
2025-06-01,15,Shams-Cola,32.6,29.84,20.61,Yes,26.3
2025-06-01,15,Pepsi,27.47,30.71,29.3,Yes,48.7
2025-06-01,15,Coca-Cola,24.14,20.73,18.46,Yes,11.4
2025-06-01,15,Big Cola,33.01,38.57,26.52,Yes,15.4
2025-06-01,15,Spiro Spathis,2.08,1.84,13.76,Yes,20.7
2025-06-01,15,V7,23.05,26.14,14.93,Yes,18.3
2025-06-01,15,Sina Cola,14.55,15.33,23.33,Yes,45.7
2025-06-01,16,Shams-Cola,24.65,27.55,26.95,Yes,32.2
2025-06-01,16,Pepsi,11.11,8.93,10.91,Yes,25.6
2025-06-01,16,Coca-Cola,32.36,27.92,13.19,Yes,26.6
2025-06-01,16,Big Cola,20.14,19.74,27.11,Yes,15.9
2025-06-01,16,Spiro Spathis,5.72,5.55,13.58,Yes,17.3
2025-06-01,16,V7,10.67,12.43,20.33,Yes,8.4
2025-06-01,16,Sina Cola,35.91,32.7,26.5,Yes,31.1
2025-06-01,17,Shams-Cola,27.24,25.89,22.18,Yes,20.6
2025-06-01,17,Pepsi,9.77,11.72,24.62,Yes,37.7
2025-06-01,17,Coca-Cola,19.77,17.43,29.18,No,11.7
2025-06-01,17,Big Cola,33.05,33.7,21.32,Yes,13.5
2025-06-01,17,Spiro Spathis,10.63,8.89,24.34,Yes,14.4
2025-06-01,17,V7,10.35,12.21,20.23,Yes,41.6
2025-06-01,17,Sina Cola,23.95,24.11,16.65,Yes,31.0
2025-06-01,18,Shams-Cola,21.07,20.38,22.2,Yes,23.4
2025-06-01,18,Pepsi,23.15,23.94,26.61,Yes,28.6
2025-06-01,18,Coca-Cola,27.44,32.54,24.81,Yes,22.5
2025-06-01,18,Big Cola,36.89,38.06,16.57,Yes,11.7
2025-06-01,18,Spiro Spathis,15.39,16.39,11.43,Yes,34.2
2025-06-01,18,V7,30.76,36.09,16.28,Yes,18.5
2025-06-01,18,Sina Cola,4.57,5.12,29.78,Yes,38.4
2025-06-01,19,Shams-Cola,8.04,7.23,29.83,Yes,34.0
2025-06-01,19,Pepsi,13.07,11.64,25.34,Yes,32.5
2025-06-01,19,Coca-Cola,38.57,42.23,19.6,Yes,19.6
2025-06-01,19,Big Cola,23.89,24.67,20.23,Yes,21.1
2025-06-01,19,Spiro Spathis,37.18,33.14,11.31,Yes,19.7
2025-06-01,19,V7,37.41,38.43,21.25,Yes,14.1
2025-06-01,19,Sina Cola,3.64,3.03,15.23,Yes,9.9
2025-06-01,20,Shams-Cola,27.79,23.21,19.34,Yes,26.0
2025-06-01,20,Pepsi,8.26,8.84,15.78,Yes,35.2
2025-06-01,20,Coca-Cola,28.2,22.66,26.61,Yes,34.6
2025-06-01,20,Big Cola,32.32,34.85,25.41,Yes,23.2
2025-06-01,20,Spiro Spathis,17.61,17.41,14.22,Yes,28.4
2025-06-01,20,V7,4.35,3.7,24.15,No,21.2
2025-06-01,20,Sina Cola,22.53,26.44,28.3,Yes,17.3
2025-06-01,21,Shams-Cola,10.65,10.72,27.55,Yes,38.4
2025-06-01,21,Pepsi,36.42,31.66,26.35,Yes,16.8
2025-06-01,21,Coca-Cola,38.5,44.31,23.36,No,33.4
2025-06-01,21,Big Cola,11.75,13.34,17.71,Yes,41.6
2025-06-01,21,Spiro Spathis,9.64,8.57,25.2,Yes,18.0
2025-06-01,21,V7,18.92,22.04,24.76,Yes,29.2
2025-06-01,21,Sina Cola,10.3,11.06,29.84,Yes,38.8
2025-06-01,22,Shams-Cola,33.06,27.02,27.66,Yes,5.2
2025-06-01,22,Pepsi,32.15,27.74,28.37,Yes,33.1
2025-06-01,22,Coca-Cola,8.5,9.72,18.88,Yes,20.3
2025-06-01,22,Big Cola,34.45,29.26,29.4,Yes,10.1
2025-06-01,22,Spiro Spathis,18.08,16.87,12.83,No,48.4
2025-06-01,22,V7,7.86,9.13,15.81,Yes,20.2
2025-06-01,22,Sina Cola,38.5,44.9,16.14,No,11.6
2025-06-01,23,Shams-Cola,27.79,24.53,21.96,Yes,49.4
2025-06-01,23,Pepsi,25.55,24.29,18.93,Yes,47.1
2025-06-01,23,Coca-Cola,19.51,18.28,19.54,Yes,25.6
2025-06-01,23,Big Cola,10.44,12.18,25.37,Yes,5.1
2025-06-01,23,Spiro Spathis,22.83,24.87,15.7,Yes,36.2
2025-06-01,23,V7,15.68,14.29,19.19,Yes,37.8
2025-06-01,23,Sina Cola,11.77,13.44,18.2,Yes,26.0
2025-06-01,24,Shams-Cola,5.48,5.73,22.72,Yes,24.3
2025-06-01,24,Pepsi,5.2,4.92,22.9,Yes,46.0
2025-06-01,24,Coca-Cola,20.59,24.41,20.86,Yes,33.4
2025-06-01,24,Big Cola,33.87,31.63,29.39,Yes,46.7
2025-06-01,24,Spiro Spathis,29.01,29.78,13.5,No,20.8
2025-06-01,24,V7,34.31,31.08,11.51,Yes,45.3
2025-06-01,24,Sina Cola,32.09,26.46,11.74,Yes,21.1
2025-06-01,25,Shams-Cola,11.45,13.09,25.88,Yes,29.5
2025-06-01,25,Pepsi,15.6,13.93,10.81,No,33.2
2025-06-01,25,Coca-Cola,34.45,34.94,16.92,Yes,16.0
2025-06-01,25,Big Cola,29.95,32.91,28.06,Yes,5.3
2025-06-01,25,Spiro Spathis,14.78,15.99,12.94,Yes,29.6
2025-06-01,25,V7,39.05,31.41,13.3,Yes,18.3
2025-06-01,25,Sina Cola,32.21,33.95,19.27,Yes,21.5
2025-06-01,26,Shams-Cola,18.5,14.88,25.48,Yes,11.6
2025-06-01,26,Pepsi,35.69,29.02,22.14,Yes,6.9
2025-06-01,26,Coca-Cola,2.15,2.3,12.06,Yes,12.5
2025-06-01,26,Big Cola,15.67,16.47,27.35,Yes,7.5
2025-06-01,26,Spiro Spathis,6.15,5.23,10.26,Yes,30.9
2025-06-01,26,V7,32.3,27.58,25.42,Yes,24.7
2025-06-01,26,Sina Cola,35.6,38.6,28.75,No,40.1
2025-06-01,27,Shams-Cola,35.25,39.57,26.04,Yes,40.5
2025-06-01,27,Pepsi,24.47,23.73,27.53,Yes,29.8
2025-06-01,27,Coca-Cola,8.68,8.56,13.58,Yes,48.0
2025-06-01,27,Big Cola,12.25,14.12,18.81,No,23.1
2025-06-01,27,Spiro Spathis,6.0,5.19,21.69,Yes,19.4
2025-06-01,27,V7,29.76,31.92,22.59,Yes,13.8
2025-06-01,27,Sina Cola,21.68,22.86,16.23,Yes,9.5
2025-06-01,28,Shams-Cola,25.05,20.66,22.04,Yes,35.7
2025-06-01,28,Pepsi,22.2,21.34,16.65,No,35.7
2025-06-01,28,Coca-Cola,32.54,31.33,13.31,Yes,41.6
2025-06-01,28,Big Cola,15.33,14.71,13.62,Yes,7.5
2025-06-01,28,Spiro Spathis,2.07,2.37,11.71,Yes,11.7
2025-06-01,28,V7,34.19,40.0,11.5,Yes,19.2
2025-06-01,28,Sina Cola,18.55,19.29,22.86,Yes,44.4
2025-06-01,29,Shams-Cola,26.42,26.16,12.35,Yes,10.2
2025-06-01,29,Pepsi,10.85,9.17,22.38,Yes,29.5
2025-06-01,29,Coca-Cola,35.96,38.87,13.93,Yes,16.0
2025-06-01,29,Big Cola,23.78,22.08,21.95,Yes,44.4
2025-06-01,29,Spiro Spathis,28.06,26.25,25.25,Yes,36.3
2025-06-01,29,V7,14.93,16.67,27.04,Yes,25.4
2025-06-01,29,Sina Cola,20.44,22.09,15.96,Yes,10.5
2025-06-01,30,Shams-Cola,22.21,19.96,22.47,Yes,6.9
2025-06-01,30,Pepsi,17.07,17.72,13.8,Yes,29.6
2025-06-01,30,Coca-Cola,38.71,32.45,29.77,Yes,43.6
2025-06-01,30,Big Cola,16.94,19.15,14.23,Yes,44.0
2025-06-01,30,Spiro Spathis,25.36,28.02,21.41,No,43.5
2025-06-01,30,V7,31.49,36.86,11.06,Yes,37.9
2025-06-01,30,Sina Cola,17.21,18.93,22.48,Yes,7.2
2025-06-01,31,Shams-Cola,11.77,11.64,10.16,Yes,36.2
2025-06-01,31,Pepsi,5.73,6.75,27.84,Yes,34.6
2025-06-01,31,Coca-Cola,12.17,13.89,25.05,Yes,48.8
2025-06-01,31,Big Cola,16.5,19.51,20.28,Yes,45.7
2025-06-01,31,Spiro Spathis,20.03,22.13,17.23,No,31.9
2025-06-01,31,V7,7.63,7.54,10.9,Yes,23.1
2025-06-01,31,Sina Cola,6.6,7.47,16.06,Yes,7.3
2025-06-01,32,Shams-Cola,31.78,34.17,28.04,Yes,22.6
2025-06-01,32,Pepsi,34.19,32.59,19.29,Yes,35.4
2025-06-01,32,Coca-Cola,25.44,28.72,15.94,Yes,12.8
2025-06-01,32,Big Cola,6.54,5.27,26.48,Yes,48.2
2025-06-01,32,Spiro Spathis,31.26,28.06,25.57,Yes,44.8
2025-06-01,32,V7,12.94,13.59,19.91,Yes,27.1
2025-06-01,32,Sina Cola,4.79,5.45,10.97,No,18.2
2025-06-01,33,Shams-Cola,19.64,16.54,22.18,Yes,7.1
2025-06-01,33,Pepsi,17.5,20.39,24.94,Yes,36.1
2025-06-01,33,Coca-Cola,17.08,16.09,22.52,Yes,15.7
2025-06-01,33,Big Cola,29.36,34.04,26.73,Yes,16.6
2025-06-01,33,Spiro Spathis,4.41,3.61,15.77,Yes,33.9
2025-06-01,33,V7,35.64,31.01,11.63,Yes,45.4
2025-06-01,33,Sina Cola,6.75,6.86,23.74,Yes,23.2
2025-06-01,34,Shams-Cola,36.52,38.62,28.51,Yes,36.5
2025-06-01,34,Pepsi,29.27,26.04,22.66,Yes,44.7
2025-06-01,34,Coca-Cola,13.47,13.39,23.2,Yes,33.9
2025-06-01,34,Big Cola,12.53,11.48,13.11,Yes,22.2
2025-06-01,34,Spiro Spathis,3.94,3.79,18.87,Yes,18.4
2025-06-01,34,V7,16.12,16.17,19.47,Yes,15.3
2025-06-01,34,Sina Cola,35.11,32.96,18.16,Yes,27.3
2025-06-01,35,Shams-Cola,38.22,37.82,29.88,Yes,27.2
2025-06-01,35,Pepsi,30.51,32.96,24.34,No,46.8
2025-06-01,35,Coca-Cola,24.86,21.52,12.78,Yes,42.6
2025-06-01,35,Big Cola,5.36,5.99,16.5,Yes,29.7
2025-06-01,35,Spiro Spathis,13.26,11.1,15.85,Yes,30.9
2025-06-01,35,V7,24.83,23.68,12.89,Yes,47.7
2025-06-01,35,Sina Cola,35.43,29.1,11.04,Yes,42.0
2025-07-01,1,Shams-Cola,18.6,15.69,10.06,Yes,29.3
2025-07-01,1,Pepsi,6.12,6.88,18.35,No,6.7
2025-07-01,1,Coca-Cola,7.3,7.75,18.04,Yes,6.7
2025-07-01,1,Big Cola,35.66,31.92,16.15,Yes,7.5
2025-07-01,1,Spiro Spathis,37.48,42.82,14.16,Yes,24.3
2025-07-01,1,V7,39.67,40.67,23.88,Yes,37.5
2025-07-01,1,Sina Cola,24.26,27.49,17.96,Yes,44.2
2025-07-01,2,Shams-Cola,27.28,26.31,20.45,Yes,9.2
2025-07-01,2,Pepsi,17.99,16.56,22.96,Yes,21.3
2025-07-01,2,Coca-Cola,20.1,17.45,22.86,Yes,49.7
2025-07-01,2,Big Cola,13.27,14.96,14.7,Yes,21.6
2025-07-01,2,Spiro Spathis,32.8,35.6,15.61,Yes,6.9
2025-07-01,2,V7,13.87,11.4,29.04,Yes,12.4
2025-07-01,2,Sina Cola,23.55,23.0,15.4,Yes,32.9
2025-07-01,3,Shams-Cola,28.94,27.99,19.71,Yes,14.0
2025-07-01,3,Pepsi,14.5,13.16,29.31,Yes,30.3
2025-07-01,3,Coca-Cola,22.36,22.15,14.51,No,9.6
2025-07-01,3,Big Cola,10.47,11.57,17.99,Yes,5.5
2025-07-01,3,Spiro Spathis,5.7,5.01,28.14,Yes,35.4
2025-07-01,3,V7,39.78,46.37,25.02,Yes,40.5
2025-07-01,3,Sina Cola,35.71,34.49,26.78,Yes,43.1
2025-07-01,4,Shams-Cola,14.28,12.96,23.66,Yes,5.4
2025-07-01,4,Pepsi,16.19,13.56,26.67,Yes,12.1
2025-07-01,4,Coca-Cola,3.05,3.06,24.13,No,40.8
2025-07-01,4,Big Cola,39.06,39.25,14.34,Yes,49.8
2025-07-01,4,Spiro Spathis,12.17,12.91,25.35,Yes,40.7
2025-07-01,4,V7,10.3,10.5,23.11,Yes,18.5
2025-07-01,4,Sina Cola,38.18,40.33,16.48,Yes,33.3
2025-07-01,5,Shams-Cola,26.03,24.36,11.56,Yes,47.2
2025-07-01,5,Pepsi,5.79,5.93,21.42,Yes,13.9
2025-07-01,5,Coca-Cola,12.01,11.66,20.12,Yes,23.3
2025-07-01,5,Big Cola,19.13,21.13,18.53,No,7.0
2025-07-01,5,Spiro Spathis,13.14,15.62,15.87,Yes,38.6
2025-07-01,5,V7,9.13,9.69,16.18,Yes,49.0
2025-07-01,5,Sina Cola,24.39,24.38,23.69,No,43.3
2025-07-01,6,Shams-Cola,32.61,34.08,24.85,Yes,11.6
2025-07-01,6,Pepsi,21.57,24.2,15.74,Yes,26.3
2025-07-01,6,Coca-Cola,11.02,10.47,29.91,Yes,6.6
